"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.492250375,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.158817489,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.21288196,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.738282182,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.379657909,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.264806539,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.226971939,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.763577263,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.837256929,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.031858231,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.001979472,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.93160782,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.093800549,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.498028154,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.384985308,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.093366205,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-0.058709836,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.380021674,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.524430964,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.112072968,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.221620594,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.290885299,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.190234889,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.303439352,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.572753918,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.466696123,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.428327786,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.368011868,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.811364985,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.568442044,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.709823394,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.406960968,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.049785185,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-1.81380781,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.568257776,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.156224263,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.755347044,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.19480651,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.379639562,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.78751324,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.064087343,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.326163737,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.136217106,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.20678147,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.897004855,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.580357191,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.814973402,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.050559545,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.163447761,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.913329104,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.959051308,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.691975668,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.549519408,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.272172083,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.353701829,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.074877376,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.54850084,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.491711724,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.031213682,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.561483087,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.151748217,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.179154447,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.356617295,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.435260603,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.543377507,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.390584689,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.608005503,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.244056805,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.286648249,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.801419222,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.279160226,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.13976337,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.107752631,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.511696074,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.240441252,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.714973327,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.027778662,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.159284987,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.782992766,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.430201511,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.134948209,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.113873246,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.885675089,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.123396475,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.783415167,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.798248938,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.282705187,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.353681332,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.220932252,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.562793738,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.949154986,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.676613186,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.362604385,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.160362383,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.566413434,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.311918336,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.544396054,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.629298347,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.565668983,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.426944003,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.728833616,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.955677327,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.93167915,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.668628011,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.525195607,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.328321429,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.72512256,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.370716167,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.636914747,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.58623185,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.262654605,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.986116769,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.83065,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.21167,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.00385,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.62886,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.38073,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.15787,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.79402,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.187,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.59898,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.40417,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.60103,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q4",2.20058,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.15801,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q2",2.28819,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.82618,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.53621,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.68844,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.14787,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.8462,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q4",2.02625,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q1",2.8744,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.88551,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.98797,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.43282,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.2385,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.89449,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.92484,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.93902,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.64199,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.3249,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.39794,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.17275,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.41451,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.90548,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.83647,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.86096,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.65894,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-25.2481,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.963725194,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.08419475,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.872770577,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.312735591,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.216983384,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.20868658,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.270723866,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.436144432,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.456310837,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.068730264,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.53908577,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.319656336,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.955909294,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.010175237,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.488648284,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.830724418,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.50485313,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.716949742,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.431119312,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.469202031,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.866992251,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.394052456,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.245315463,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.381750803,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.228669341,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.65504338,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.88046779,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.834829631,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.206973575,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.471387432,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.328427895,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.338921472,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.612222858,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.503593062,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.309311452,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.018690252,
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.897193488,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.793281077,"P"
"ITA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.37956203,
"ITA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.113477307,
"ITA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.470836535,
"ITA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.884444965,
"ITA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.178549294,
"ITA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.713508622,
"ITA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.541271344,
"ITA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.765014619,
"ITA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.904199529,
"ITA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.001145437,
"ITA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.210397174,
"ITA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.190207511,
"ITA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.084454109,
"ITA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.013219817,
"ITA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.13371428,
"ITA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.214707357,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.214950079,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.382205214,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.228372484,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.535682055,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.294172854,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.205987981,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.529622841,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.293068037,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.541777491,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.398375641,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.397476321,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.573749984,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.021641586,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.094550944,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.074053826,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.154637377,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.179225954,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.14568368,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.011459026,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.230612508,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.488703611,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.977659338,
"CHN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",2.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",2.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",2.1,
"CHN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",2.1,
"CHN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-10,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",11.7,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.038706159,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.046564402,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.287805045,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.227499607,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.112452137,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.186139937,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.196889487,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.079846875,
