"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.543378,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.390585,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.608006,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.244057,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.286648,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.801419,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.27916,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.139763,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.107752631,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.511696074,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.949154986,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.676613186,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.362604385,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.160362383,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.566413434,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.311918336,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.544396054,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.629298347,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.565668983,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.426944003,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.728833616,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.955677327,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.93167915,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.668628011,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.525195607,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.328321429,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.72512256,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.370716167,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.636914747,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.58623185,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.262654605,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.093018891,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.68844,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.14787,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.8462,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q4",2.026252,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q1",2.874396,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.885515,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.987969,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.432815,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.238499,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.894489,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.924841,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.939018,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.641989,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.324898,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.39794,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.17275,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.41451,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.90548,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.83647,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.860955,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.65894,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-25.2481,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.50485313,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.716949742,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.431119312,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.469202031,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.866992251,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.394052456,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.245315463,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.381750803,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.228669341,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.65504338,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.88046779,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.834829631,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.206973575,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.471387432,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.328427895,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.338921472,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.612222858,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.503593062,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.309311452,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.018690252,
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.018693573,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.690955512,"P"
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.20863,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.398912,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.22875,
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.489311,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.328810081,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.188032218,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.539575056,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.311183578,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.563899477,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.379390386,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.377674539,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.536411703,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.011104463,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.006379373,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.082507502,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.152196398,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.192515509,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.123135723,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.011526153,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.221341567,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.459410543,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.791825003,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.8,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.9,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",2,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.2,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-10,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",11.5,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.525391125,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.03594914,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.346526802,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.112475809,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.703652642,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.247920928,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.231724299,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.58143563,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.816627663,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.710581771,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.700569168,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.847812212,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.143630169,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.190998158,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.369879119,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.653064217,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.545805518,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.245805777,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.154693014,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.196374882,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.871507832,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.811839451,
